idx,class,conversation
128,일상 대화,"안녕하세요
파일 공유해줄 수 있어?
그럼 몇 시가 좋아??
확인했어
땡큐
조심히 들어가
하이
회의 자료 다 됐어??
그럼 몇 시가 좋아??
응응!"
129,일상 대화,"좋은 아침
가격 괜찮아?
정확히 뭐가 필요한 거야?
확인했어
감사합니다 ㅎㅎ
조심히 들어가
좋은 아침
사이즈 어때?
그거 말한 거 맞지?
응응
덕분에 살았다"
130,일상 대화,"안녕
이번 주 마감 괜찮겠어?? ㅎㅎ
장소는 어디로 할까?!
응응
고마워!
나중에 봐!
오랜만
파일 공유해줄 수 있어?
정확히 뭐가 필요한 거야?
확인했어"
131,일상 대화,"좋은 저녁
비 온대
뭐 해??
내일 잠깐 볼 수 있어?
좋아 ㅎㅎ!
나중에 봐 ㅎㅎ
오랜만
오늘 춥다
바빠??
주말에 뭐 할 거야?"
132,일상 대화,"안녕
과제 어디까지 했어??
장소는 어디로 할까??
오케이
감사합니다
내일 보자!"
133,일상 대화,"좋은 저녁
사이즈 어때?
혹시 다시 한 번 보내줄래??
넵
덕분에 살았다
내일 보자
하이
가격 괜찮아?
그럼 몇 시가 좋아?
알겠어
감사합니다"
134,일상 대화,"좋은 저녁 ㅎㅎ
수업 자료 봤어?
장소는 어디로 할까?
좋아
감사합니다 ㅎㅎ
내일 보자!
좋은 저녁
스터디 언제 할래??
정확히 뭐가 필요한 거야??
넵"
135,일상 대화,"오랜만
배송은 빨라??
장소는 어디로 할까?
넵
진짜 고마워
좋은 하루 보내
오랜만
그거 어디서 샀어??!
장소는 어디로 할까?? ㅎㅎ
알겠어
땡큐
나중에 봐
좋은 아침!
사이즈 어때?"
136,일상 대화,"좋은 저녁 ㅎㅎ
배송은 빨라?!
그거 말한 거 맞지?? ㅎㅎ
좋아 ㅎㅎ
진짜 고마워
나중에 봐
좋은 저녁
사이즈 어때?
그거 말한 거 맞지?
오케이"
137,일상 대화,"좋은 아침
추천해줄 만해?
혹시 다시 한 번 보내줄래?
확인했어
진짜 고마워
조심히 들어가
하이 ㅎㅎ!
가격 괜찮아?
혹시 다시 한 번 보내줄래??
좋아 ㅎㅎ
덕분에 살았다"
138,일상 대화,"좋은 아침!
날씨 진짜 좋다
시간 괜찮아??
내일 잠깐 볼 수 있어?
확인했어
좋은 하루 보내
좋은 아침
날씨 진짜 좋다 ㅎㅎ
바빠?? ㅎㅎ
오늘 저녁 시간 돼?"
139,일상 대화,"안녕하세요
뭐 해?!
내일 잠깐 볼 수 있어??
그거 말한 거 맞지?
응응
나중에 봐
오랜만
오늘 일정 어때??!
주말에 뭐 할 거야??
장소는 어디로 할까?"
140,일상 대화,"좋은 저녁
추천해줄 만해?? ㅎㅎ
혹시 다시 한 번 보내줄래?
응응
덕분에 살았다
조심히 들어가
하이
사이즈 어때??
그럼 몇 시가 좋아?? ㅎㅎ
알겠어"
141,일상 대화,"오랜만
바빠?
커피 한 잔 할래??
정확히 뭐가 필요한 거야?
확인했어 ㅎㅎ
나중에 봐 ㅎㅎ
오랜만
오늘 일정 어때??!
주말에 뭐 할 거야?
혹시 다시 한 번 보내줄래? ㅎㅎ"
142,일상 대화,"안녕하세요
그거 어디서 샀어?
그럼 몇 시가 좋아??
확인했어 ㅎㅎ
진짜 고마워
내일 보자 ㅎㅎ
오랜만
추천해줄 만해?? ㅎㅎ
정확히 뭐가 필요한 거야?!
넵"
143,일상 대화,"하이
스터디 언제 할래?
장소는 어디로 할까?
좋아
진짜 고마워
나중에 봐
안녕하세요
교수님 공지 봤어?
장소는 어디로 할까?
오케이"
144,일상 대화,"안녕하세요
뭐 해?
주말에 뭐 할 거야?
혹시 다시 한 번 보내줄래??
오케이
조심히 들어가
좋은 아침
오늘 일정 어때??
내일 잠깐 볼 수 있어?
정확히 뭐가 필요한 거야?
오케이"
145,일상 대화,"하이
수업 자료 봤어? ㅎㅎ
정확히 뭐가 필요한 거야?
응응
고마워!
조심히 들어가
좋은 아침
과제 어디까지 했어?
그럼 몇 시가 좋아?
확인했어 ㅎㅎ
고마워!
조심히 들어가"
146,일상 대화,"하이
오늘까지 가능해?
그럼 몇 시가 좋아?
확인했어
덕분에 살았다
나중에 봐
하이
그 건 일정 어떻게 돼?
정확히 뭐가 필요한 거야?
확인했어"
147,일상 대화,"하이!
그 건 일정 어떻게 돼?
장소는 어디로 할까??
오케이
땡큐
내일 보자!
오랜만 ㅎㅎ
파일 공유해줄 수 있어? ㅎㅎ
장소는 어디로 할까??
응응 ㅎㅎ
감사합니다
나중에 봐
안녕하세요
회의 자료 다 됐어?? ㅎㅎ"
148,일상 대화,"오랜만
오늘 춥다
오늘 일정 어때?
내일 잠깐 볼 수 있어??
오케이
조심히 들어가
하이
비 온대
오늘 일정 어때?
커피 한 잔 할래?"
149,일상 대화,"안녕
날씨 진짜 좋다
오늘 일정 어때?
커피 한 잔 할래?
응응
나중에 봐
안녕하세요 ㅎㅎ!
오늘 춥다"
150,일상 대화,"하이
비 온대
지금 어디야?
오늘 저녁 시간 돼?!
확인했어
나중에 봐!
안녕하세요
비 온대
지금 어디야?
내일 잠깐 볼 수 있어?
확인했어 ㅎㅎ"
151,일상 대화,"좋은 저녁
오늘 춥다
오늘 일정 어때??
오늘 저녁 시간 돼?
넵
그럼 이따 연락할게
좋은 저녁
날씨 진짜 좋다
지금 어디야?
내일 잠깐 볼 수 있어?"
152,일상 대화,"안녕!
파일 공유해줄 수 있어?
정확히 뭐가 필요한 거야?
알겠어
진짜 고마워
그럼 이따 연락할게
좋은 아침
회의 자료 다 됐어?
정확히 뭐가 필요한 거야?
확인했어"
153,일상 대화,"좋은 저녁
수업 자료 봤어??
그럼 몇 시가 좋아??
넵
진짜 고마워
내일 보자
좋은 아침
교수님 공지 봤어?!
그럼 몇 시가 좋아?
오케이
진짜 고마워
좋은 하루 보내"
154,일상 대화,"좋은 저녁
회의 자료 다 됐어?
장소는 어디로 할까??
오케이
땡큐
내일 보자
오랜만
이번 주 마감 괜찮겠어?
그럼 몇 시가 좋아??
알겠어"
155,일상 대화,"안녕하세요
오늘 춥다
오늘 일정 어때?
내일 잠깐 볼 수 있어??
오케이
나중에 봐
좋은 아침
오늘 춥다
시간 괜찮아?
오늘 저녁 시간 돼?"
156,일상 대화,"안녕
추천해줄 만해?
그럼 몇 시가 좋아??
확인했어
감사합니다
나중에 봐
좋은 저녁
가격 괜찮아?
혹시 다시 한 번 보내줄래?
넵"
157,일상 대화,"안녕
과제 어디까지 했어??
그럼 몇 시가 좋아?
확인했어
땡큐
내일 보자
안녕하세요
시험 범위 정리했어?
장소는 어디로 할까?? ㅎㅎ!
확인했어"
158,일상 대화,"안녕
파일 공유해줄 수 있어?
그거 말한 거 맞지??
응응
땡큐
내일 보자
좋은 아침!
회의 자료 다 됐어?
정확히 뭐가 필요한 거야?
넵"
159,일상 대화,"하이
교수님 공지 봤어??
그럼 몇 시가 좋아?
넵 ㅎㅎ
고마워!
좋은 하루 보내
오랜만
시험 범위 정리했어??
혹시 다시 한 번 보내줄래?
응응"
160,일상 대화,"좋은 저녁
과제 어디까지 했어?? ㅎㅎ
혹시 다시 한 번 보내줄래??
오케이
진짜 고마워
조심히 들어가
좋은 저녁
교수님 공지 봤어?
장소는 어디로 할까?
응응
땡큐
나중에 봐"
161,일상 대화,"안녕 ㅎㅎ
스터디 언제 할래?
그거 말한 거 맞지??
좋아
고마워!
좋은 하루 보내
좋은 저녁
교수님 공지 봤어?
혹시 다시 한 번 보내줄래?
확인했어
감사합니다"
162,일상 대화,"좋은 아침
그 건 일정 어떻게 돼? ㅎㅎ!
그럼 몇 시가 좋아??
응응
덕분에 살았다!
그럼 이따 연락할게 ㅎㅎ
안녕하세요
회의 자료 다 됐어??
그거 말한 거 맞지?
알겠어
고마워!"
163,일상 대화,"하이
시험 범위 정리했어??
그럼 몇 시가 좋아?
좋아
감사합니다
좋은 하루 보내
하이
스터디 언제 할래?
그거 말한 거 맞지?!
응응
고마워!"
164,일상 대화,"하이
스터디 언제 할래?
그럼 몇 시가 좋아? ㅎㅎ
응응
덕분에 살았다
그럼 이따 연락할게
안녕
시험 범위 정리했어??
장소는 어디로 할까?? ㅎㅎ
알겠어"
165,일상 대화,"좋은 저녁
바빠?
내일 잠깐 볼 수 있어??
혹시 다시 한 번 보내줄래?
오케이 ㅎㅎ!
그럼 이따 연락할게
좋은 저녁
시간 괜찮아??
점심 뭐 먹을까?!
그거 말한 거 맞지??"
166,일상 대화,"좋은 저녁 ㅎㅎ
회의 자료 다 됐어?
그럼 몇 시가 좋아??
오케이
땡큐
나중에 봐
안녕하세요
이번 주 마감 괜찮겠어??
장소는 어디로 할까?
넵 ㅎㅎ"
167,일상 대화,"하이!
비 온대!
뭐 해?
주말에 뭐 할 거야?
넵
내일 보자!
안녕하세요
오늘 춥다
오늘 일정 어때?
내일 잠깐 볼 수 있어?"
168,일상 대화,"좋은 아침
오늘 춥다
지금 어디야?
커피 한 잔 할래??!
좋아
조심히 들어가
하이 ㅎㅎ
비 온대
바빠? ㅎㅎ
주말에 뭐 할 거야?"
169,일상 대화,"안녕하세요
과제 어디까지 했어??
장소는 어디로 할까??!
응응
땡큐
좋은 하루 보내
오랜만
교수님 공지 봤어??
정확히 뭐가 필요한 거야?
좋아"
170,일상 대화,"안녕하세요
오늘 춥다
바빠?
주말에 뭐 할 거야??
알겠어
내일 보자
안녕하세요
비 온대!
바빠?
주말에 뭐 할 거야?
응응"
171,일상 대화,"좋은 저녁
지금 어디야?
점심 뭐 먹을까?
그거 말한 거 맞지? ㅎㅎ
알겠어
조심히 들어가
안녕
오늘 일정 어때?
내일 잠깐 볼 수 있어?
그럼 몇 시가 좋아?
넵
그럼 이따 연락할게"
172,일상 대화,"안녕
비 온대
지금 어디야??
주말에 뭐 할 거야?
확인했어
내일 보자
좋은 아침
오늘 춥다
시간 괜찮아?
내일 잠깐 볼 수 있어?
확인했어
그럼 이따 연락할게"
173,일상 대화,"안녕
뭐 해??
주말에 뭐 할 거야??
그럼 몇 시가 좋아??
알겠어
그럼 이따 연락할게
안녕하세요
오늘 일정 어때?
오늘 저녁 시간 돼?
그거 말한 거 맞지?"
174,일상 대화,"안녕하세요
시험 범위 정리했어?!
혹시 다시 한 번 보내줄래??
알겠어
감사합니다
내일 보자
오랜만
시험 범위 정리했어??!
혹시 다시 한 번 보내줄래?
알겠어
고마워!
내일 보자
안녕하세요 ㅎㅎ"
175,일상 대화,"오랜만
날씨 진짜 좋다
시간 괜찮아?
주말에 뭐 할 거야?
오케이
조심히 들어가 ㅎㅎ
안녕하세요
오늘 춥다
시간 괜찮아??
점심 뭐 먹을까??"
176,일상 대화,"좋은 아침
시간 괜찮아?
오늘 저녁 시간 돼?
정확히 뭐가 필요한 거야?
응응
좋은 하루 보내
하이
바빠?
내일 잠깐 볼 수 있어??
그거 말한 거 맞지? ㅎㅎ
응응
조심히 들어가"
177,일상 대화,"안녕하세요
날씨 진짜 좋다!
오늘 일정 어때?
주말에 뭐 할 거야??
좋아
좋은 하루 보내
오랜만
오늘 춥다 ㅎㅎ
바빠? ㅎㅎ
내일 잠깐 볼 수 있어?"
178,일상 대화,"좋은 저녁
추천해줄 만해??
장소는 어디로 할까?
알겠어 ㅎㅎ
덕분에 살았다 ㅎㅎ
그럼 이따 연락할게
안녕하세요
사이즈 어때?
혹시 다시 한 번 보내줄래??
넵"
179,일상 대화,"안녕하세요
바빠?
커피 한 잔 할래??
그거 말한 거 맞지?
넵
그럼 이따 연락할게
안녕
바빠?
주말에 뭐 할 거야?
혹시 다시 한 번 보내줄래??
오케이"
180,일상 대화,"좋은 저녁
그 건 일정 어떻게 돼?
그럼 몇 시가 좋아??
오케이!
진짜 고마워
조심히 들어가 ㅎㅎ
안녕
오늘까지 가능해??
혹시 다시 한 번 보내줄래??
좋아"
181,일상 대화,"좋은 아침
오늘까지 가능해?
그럼 몇 시가 좋아?
알겠어
고마워!
좋은 하루 보내
하이
이번 주 마감 괜찮겠어?
정확히 뭐가 필요한 거야??
오케이
덕분에 살았다
그럼 이따 연락할게
하이
이번 주 마감 괜찮겠어?"
182,일상 대화,"오랜만
그거 어디서 샀어?
혹시 다시 한 번 보내줄래??
오케이
고마워!
나중에 봐
안녕하세요 ㅎㅎ
가격 괜찮아??
장소는 어디로 할까?
확인했어
땡큐"
183,일상 대화,"하이
배송은 빨라??
장소는 어디로 할까??
응응
땡큐
조심히 들어가
안녕
배송은 빨라?
정확히 뭐가 필요한 거야?
넵"
184,일상 대화,"하이
바빠?
점심 뭐 먹을까??
장소는 어디로 할까?
응응
좋은 하루 보내
좋은 아침
지금 어디야?
주말에 뭐 할 거야?
혹시 다시 한 번 보내줄래??"
185,일상 대화,"오랜만
시험 범위 정리했어?
정확히 뭐가 필요한 거야?
확인했어
고마워!
내일 보자 ㅎㅎ
하이
교수님 공지 봤어?
그거 말한 거 맞지??
좋아
고마워!"
186,일상 대화,"좋은 아침
사이즈 어때?
정확히 뭐가 필요한 거야?
넵
덕분에 살았다
내일 보자
좋은 저녁
가격 괜찮아??
정확히 뭐가 필요한 거야??
좋아"
187,일상 대화,"오랜만
비 온대
시간 괜찮아?? ㅎㅎ
커피 한 잔 할래?
확인했어
나중에 봐
하이
오늘 춥다
지금 어디야??
주말에 뭐 할 거야?"
188,일상 대화,"하이
그 건 일정 어떻게 돼??
그럼 몇 시가 좋아?? ㅎㅎ
좋아
땡큐
내일 보자
오랜만
오늘까지 가능해??
정확히 뭐가 필요한 거야? ㅎㅎ
좋아"
189,일상 대화,"오랜만
배송은 빨라?
그럼 몇 시가 좋아?
확인했어
진짜 고마워
내일 보자
오랜만
배송은 빨라?
장소는 어디로 할까??
응응"
190,일상 대화,"하이
뭐 해?
오늘 저녁 시간 돼?
혹시 다시 한 번 보내줄래? ㅎㅎ
넵 ㅎㅎ
그럼 이따 연락할게
안녕하세요
오늘 일정 어때?
커피 한 잔 할래?
정확히 뭐가 필요한 거야?
알겠어
내일 보자"
191,일상 대화,"안녕
배송은 빨라?
정확히 뭐가 필요한 거야?
확인했어
땡큐
조심히 들어가!
안녕
배송은 빨라?
혹시 다시 한 번 보내줄래?
넵"
192,일상 대화,"좋은 아침
이번 주 마감 괜찮겠어?
장소는 어디로 할까?
알겠어
땡큐
나중에 봐
좋은 아침
회의 자료 다 됐어?
장소는 어디로 할까??
알겠어"
193,일상 대화,"안녕 ㅎㅎ
비 온대
지금 어디야?
오늘 저녁 시간 돼??
알겠어
조심히 들어가
안녕하세요
날씨 진짜 좋다
바빠?
주말에 뭐 할 거야??
확인했어"
194,일상 대화,"좋은 저녁
그거 어디서 샀어?? ㅎㅎ
장소는 어디로 할까?
확인했어
고마워! ㅎㅎ
좋은 하루 보내
오랜만
그거 어디서 샀어?
혹시 다시 한 번 보내줄래?
넵"
195,일상 대화,"안녕
시험 범위 정리했어?
혹시 다시 한 번 보내줄래?
좋아
땡큐
좋은 하루 보내 ㅎㅎ
안녕하세요
수업 자료 봤어?
정확히 뭐가 필요한 거야??
응응"
196,일상 대화,"안녕
이번 주 마감 괜찮겠어??
혹시 다시 한 번 보내줄래?
오케이
땡큐
좋은 하루 보내
안녕
회의 자료 다 됐어?
혹시 다시 한 번 보내줄래??
확인했어
덕분에 살았다!"
197,일상 대화,"좋은 저녁
시간 괜찮아??
오늘 저녁 시간 돼? ㅎㅎ
그거 말한 거 맞지?
응응
내일 보자
좋은 저녁
뭐 해??
오늘 저녁 시간 돼?
그럼 몇 시가 좋아?"
198,일상 대화,"하이
그거 어디서 샀어?
정확히 뭐가 필요한 거야?
응응
감사합니다
나중에 봐
안녕
사이즈 어때?
장소는 어디로 할까?!
오케이"
199,일상 대화,"하이
비 온대
시간 괜찮아??
주말에 뭐 할 거야??
오케이
조심히 들어가
좋은 저녁
날씨 진짜 좋다
지금 어디야?? ㅎㅎ
오늘 저녁 시간 돼?"
200,일상 대화,"하이
바빠?
내일 잠깐 볼 수 있어?
그거 말한 거 맞지?
응응
내일 보자 ㅎㅎ
안녕
뭐 해??
주말에 뭐 할 거야?
그럼 몇 시가 좋아?"
201,일상 대화,"안녕
바빠?
내일 잠깐 볼 수 있어??
정확히 뭐가 필요한 거야?? ㅎㅎ
확인했어
좋은 하루 보내
좋은 아침!
바빠?
주말에 뭐 할 거야?? ㅎㅎ!
그거 말한 거 맞지? ㅎㅎ"
202,일상 대화,"하이
가격 괜찮아?
장소는 어디로 할까?
넵
진짜 고마워
좋은 하루 보내
좋은 저녁
가격 괜찮아?
그거 말한 거 맞지??
응응"
203,일상 대화,"하이
비 온대
뭐 해?
커피 한 잔 할래??
오케이
내일 보자
오랜만
오늘 춥다
지금 어디야?"
204,일상 대화,"좋은 저녁 ㅎㅎ
바빠?
내일 잠깐 볼 수 있어?
그거 말한 거 맞지??
알겠어
조심히 들어가
하이
오늘 일정 어때?
주말에 뭐 할 거야?!
정확히 뭐가 필요한 거야?"
205,일상 대화,"좋은 저녁
수업 자료 봤어??
장소는 어디로 할까??
응응
덕분에 살았다
그럼 이따 연락할게
안녕
수업 자료 봤어?!
장소는 어디로 할까? ㅎㅎ
확인했어"
206,일상 대화,"하이
교수님 공지 봤어?
혹시 다시 한 번 보내줄래??
알겠어
감사합니다
나중에 봐
좋은 저녁
시험 범위 정리했어??
장소는 어디로 할까?
넵
감사합니다 ㅎㅎ"
207,일상 대화,"좋은 아침
날씨 진짜 좋다
뭐 해?
내일 잠깐 볼 수 있어? ㅎㅎ
오케이
그럼 이따 연락할게
좋은 저녁
비 온대
오늘 일정 어때??
커피 한 잔 할래?"
208,일상 대화,"좋은 아침
시험 범위 정리했어?
정확히 뭐가 필요한 거야?? ㅎㅎ
응응
진짜 고마워
좋은 하루 보내
좋은 저녁
스터디 언제 할래?
그거 말한 거 맞지??
확인했어"
209,일상 대화,"하이
오늘까지 가능해?
정확히 뭐가 필요한 거야??
넵
덕분에 살았다
내일 보자
안녕
이번 주 마감 괜찮겠어??
그럼 몇 시가 좋아? ㅎㅎ!
응응"
210,일상 대화,"하이
교수님 공지 봤어??
정확히 뭐가 필요한 거야?
오케이
땡큐
조심히 들어가
하이
수업 자료 봤어?
혹시 다시 한 번 보내줄래?
알겠어"
211,일상 대화,"좋은 아침
시간 괜찮아?
커피 한 잔 할래?
그거 말한 거 맞지?
응응
그럼 이따 연락할게
안녕
오늘 일정 어때??
오늘 저녁 시간 돼??
혹시 다시 한 번 보내줄래?!"
